"","Sample_SQ24023853-R24009771LD01-2021415KP.sorted"
"chr3-84089769-84304244",23286.13
"chr3-84304244-84523214",24038.86
"chr3-84523214-84739844",23519.43
"chr3-84739844-84963008",24088.78
"chr3-84963008-85179677",24082.25
"chr3-85179677-85393707",23881.6
"chr3-85393707-85604442",23275.43
"chr3-85604442-85818142",23516.74
"chr3-85818142-86036592",24185.11
"chr3-86036592-86258894",24247.34
"chr3-86258894-86474458",22962.95
"chr3-86474458-86688166",23007.2
"chr3-86688166-86909253",23347.4
"chr3-86909253-87127340",23272.49
"chr3-87127340-87336410",22868.67
"chr3-87336410-87559976",23916.62
"chr3-87559976-87784027",24010.22
"chr3-87784027-88012831",24323.83
"chr3-88012831-88234441",23420.31
"chr3-88234441-88445871",22848.49
"chr3-88445871-88675223",24447.28
"chr3-88675223-88906463",24883.97
"chr3-88906463-89119683",23478.21
"chr3-89119683-89328435",23358.82
"chr3-89328435-89551471",24418
"chr3-89766787-90012143",26308.38
"chr3-90012143-90268842",26970.35
"chr3-93926828-94157842",24434.36
"chr3-94157842-94372286",23253.44
"chr3-94372286-94588093",23446.34
"chr3-94588093-94812161",24342.41
"chr3-94812161-95041271",24847.32
"chr3-95041271-95260157",23456.77
"chr3-95260157-95472575",22987.87
"chr3-95472575-95696626",24795.72
"chr3-95696626-95924911",24568.09
"chr3-95924911-96141716",23919.98
"chr3-96141716-96355128",23527.54
"chr3-96803874-97026725",24227.6
"chr3-97026725-97238676",23273.12
"chr3-97238676-97453223",23255.83
"chr3-97453223-97678069",24637.47
"chr3-97678069-97889901",23051.24
"chr3-97889901-98107042",23476.2
"chr3-98107042-98337357",24831.15
"chr3-98337357-98565338",24274.38
"chr3-98565338-98790358",23321.85
"chr3-98790358-99022133",24658.28
"chr3-99022133-99248471",23862.63
"chr3-99248471-99480854",24862.21
"chr3-99480854-99695856",22995.71
"chr3-99695856-99914065",23281.5
"chr3-99914065-100126057",22675.76
"chr3-100126057-100348890",23509
"chr3-100348890-100583768",25041.22
"chr3-100583768-100808283",23897.09
"chr3-100808283-101024405",23389.43
"chr3-101024405-101246765",23636.74
"chr3-101246765-101481959",24819.24
"chr3-101481959-101731940",26547.34
"chr3-101731940-101970448",24806.49
"chr3-101970448-102195753",24122.8
"chr3-102195753-102411312",23123.75
"chr3-102411312-102621393",22901.7
"chr3-102621393-102836198",22976.5
"chr3-102836198-103055167",23921.14
"chr3-103055167-103282643",24191.46
"chr3-103282643-103498694",23615.77
"chr3-103498694-103716564",23841.27
"chr3-103716564-103925299",22993.34
"chr3-103925299-104143789",23880.99
"chr3-104143789-104359708",23330.62
"chr3-104359708-104581370",24472.48
"chr3-104581370-104791817",23100.23
"chr3-104791817-105002576",22799.84
"chr3-105002576-105216041",23100.61
"chr3-105216041-105432985",23549.07
"chr3-105432985-105649711",23675.7
"chr3-105649711-105860642",23033.49
"chr3-105860642-106077076",23312.34
"chr3-106077076-106296411",23492.23
"chr3-106296411-106510271",22931.8
"chr3-106510271-106732263",23793.55
"chr3-106955111-107186297",24504.67
"chr3-107186297-107403427",23236.98
"chr3-107403427-107617848",23047.02
"chr3-107617848-107831723",23250.69
"chr3-107831723-108045340",23197.54
"chr3-108045340-108253816",22308.22
"chr3-108253816-108481854",24642.38
"chr3-108481854-108696091",23403.89
"chr3-108696091-108917753",23582.24
"chr3-108917753-109136394",23080.04
"chr3-109136394-109382115",25778.37
"chr3-109382115-109633161",25868.59
"chr3-109633161-109866201",24755.02
"chr3-109866201-110090552",24165.67
"chr3-110090552-110304746",23303.13
"chr3-110304746-110523783",23891.89
"chr3-110523783-110743082",23458.62
"chr3-110743082-110962285",23323.47
"chr3-110962285-111184729",23463.49
"chr3-111184729-111401564",23084.62
"chr3-111401564-111627101",24100.6
"chr3-111627101-111846452",23217.59
"chr3-111846452-112059630",22718.6
"chr3-112059630-112296157",25352.15
"chr3-112296157-112516719",23544.75
"chr3-112516719-112748850",24779.44
"chr3-112748850-112971370",23874.81
"chr3-112971370-113195029",23989.7
"chr3-113195029-113415324",23465.49
"chr3-113415324-113640183",23995.48
"chr3-113640183-113868782",23197.63
"chr3-113868782-114089259",23175.4
"chr3-114089259-114314651",23698.96
"chr3-114314651-114518572",22082.46
"chr3-114518572-114730736",23175.33
"chr3-114730736-114941394",23154.1
"chr3-114941394-115152638",23448.18
"chr3-115152638-115374273",23705.03
"chr3-115374273-115586909",23202.75
"chr3-115586909-115812986",24260
"chr3-115812986-116019933",22158.18
"chr3-116019933-116241097",23475.57
"chr3-116241097-116456169",23065.44
"chr3-116456169-116677811",23725.88
"chr3-116677811-116890470",22943.09
"chr3-116890470-117105600",22907.94
"chr3-117105600-117316489",22770.03
"chr3-117316489-117527024",22814.9
"chr3-117527024-117734852",22251.21
"chr3-117734852-117944613",22836.02
"chr3-117944613-118160553",23446.18
"chr3-118160553-118375668",23024.93
"chr3-118375668-118594484",23697.37
"chr3-118594484-118810874",23580.52
"chr3-118810874-119034528",24403.15
"chr3-119034528-119283625",26595.31
"chr3-119283625-119498766",22860.6
"chr3-119498766-119721739",23511.21
"chr3-119721739-119938452",22901.61
"chr3-120168126-120397673",23966.75
"chr3-120397673-120624961",24734.48
"chr3-120850198-121102452",26925.77
"chr3-121102452-121347623",25962.63
"chr3-121347623-121594180",25594.79
"chr3-121594180-121815172",23219.94
"chr3-121815172-122053773",25713.75
"chr3-122053773-122279717",24126.48
"chr3-122279717-122502125",23654.92
"chr3-122728635-122950914",23600.03
"chr3-122950914-123159072",22598.64
"chr3-123159072-123372360",22526.95
"chr3-123372360-123586665",22678.55
"chr3-123586665-123802824",23533.27
"chr3-123802824-124035019",25140.3
"chr3-124035019-124248127",23180.75
"chr3-124248127-124461483",23042.73
"chr3-124461483-124676171",23197.54
"chr3-124676171-124899696",23437.41
"chr3-124899696-125117238",23055.13
"chr3-125117238-125333953",22475.54
"chr3-125333953-125562198",23511.91
"chr3-126173205-126395747",23998.59
"chr3-126395747-126608488",22726.13
"chr3-126608488-126831570",23561.52
"chr3-127037537-127244977",22704.09
"chr3-127244977-127456411",22448.55
"chr3-127456411-127673370",23194
"chr3-127673370-127886859",22867.29
"chr3-127886859-128103699",23124.08
"chr3-128103699-128313891",22271.78
"chr3-128313891-128517482",22248.7
"chr3-128517482-128758573",24505.4
"chr3-129001445-129242492",24080.35
"chr3-129242492-129477658",24665.59
"chr3-129477658-129696316",23347.37
"chr3-129696316-129927428",23638.44
"chr3-130272623-130493271",23445.46
"chr3-130493271-130709262",23386.6
"chr3-130709262-130938394",24077.21
"chr3-130938394-131157087",23568.85
"chr3-131157087-131388446",24977.31
"chr3-131388446-131608289",23166.27
"chr3-131608289-131822828",23136.34
"chr3-131822828-132042316",23458.18
"chr3-132042316-132270743",24727.44
"chr3-132270743-132500497",24326.53
"chr3-132500497-132727192",24338.41
"chr3-132727192-132967137",25570.33
"chr3-132967137-133193692",24415.06
"chr3-133193692-133412827",23707.58
"chr3-133412827-133649383",24455.33
"chr3-133649383-133875415",24015.52
"chr3-133875415-134090107",22942.06
"chr3-134090107-134314686",23727.45
"chr3-134314686-134527453",22668.35
"chr3-134527453-134744232",23001.76
"chr3-134744232-134950914",22586.34
"chr3-134950914-135170403",23969.11
"chr3-135170403-135388107",23911.16
"chr3-135388107-135619080",24785.25
"chr3-135619080-135842886",24097.59
"chr3-135842886-136065488",23670
"chr3-136065488-136313055",24723.83
"chr3-136313055-136558874",25434.2
"chr3-136558874-136793174",23948.9
"chr3-136793174-137038194",25308.01
"chr3-137263202-137505900",25974.27
"chr3-137505900-137742890",25459.52
"chr3-137742890-137974117",24786.45
"chr3-137974117-138201910",24012.93
"chr3-138201910-138416891",22939.5
"chr3-138416891-138657732",24912.09
"chr3-138657732-138903380",24329.77
"chr3-138903380-139127064",23128.87
"chr3-139127064-139353247",24162.25
"chr3-139353247-139573690",23709.86
"chr3-139573690-139786128",23270.27
"chr3-139786128-140007065",23757.41
"chr3-140007065-140215123",23055.16
"chr3-140215123-140420670",22594.28
"chr3-140420670-140640209",23747.93
"chr3-140640209-140865553",23814.12
"chr3-140865553-141091337",24002.42
"chr3-141091337-141322095",24750.81
"chr3-141322095-141533875",22488.29
"chr3-141533875-141768568",24926.16
"chr3-141768568-142005357",24137.91
"chr3-142005357-142242673",24261.04
"chr3-142242673-142483098",24931.03
"chr3-142706841-142927843",22878.3
"chr3-142927843-143145273",22985.71
"chr3-143145273-143355404",22187.73
"chr3-143355404-143568414",22774.14
"chr3-143568414-143788698",23593.35
"chr3-143788698-144007711",23074.55
"chr3-144007711-144224282",23495.69
"chr3-144224282-144434329",22584.92
"chr3-144434329-144647571",22814.23
"chr3-144647571-144862946",23368.77
"chr3-144862946-145081604",23638.35
"chr3-145081604-145298833",23737.35
"chr3-145298833-145513440",23458.34
"chr3-145513440-145731387",23097.84
"chr3-145731387-145955888",24201.37
"chr3-145955888-146170978",23017.06
"chr3-146170978-146397745",24009.57
"chr3-146397745-146619686",23807.59
"chr3-146619686-146832935",23638.57
"chr3-146832935-147049967",23488.32
"chr3-147049967-147274489",24116.77
"chr3-147274489-147484386",22239.52
"chr3-147484386-147699717",23748.41
"chr3-147699717-147915568",22914.56
"chr3-147915568-148124585",23546.03
"chr3-148124585-148344094",23925.64
"chr3-148344094-148582958",25826.36
"chr3-148582958-148800658",23344.78
"chr3-148800658-149015085",22718.1
"chr3-149015085-149236925",23500.76
"chr3-149236925-149450766",22451.24
"chr3-149450766-149669003",22653.32
"chr3-149669003-149894772",23934.42
"chr3-149894772-150113817",23531.39
"chr3-150113817-150322780",22241.46
"chr3-150322780-150540091",22844
"chr3-150540091-150767994",23750.74
"chr3-150767994-150990709",23566.25
"chr3-150990709-151204307",22855.8
"chr3-151204307-151420872",23738.83
"chr3-151420872-151650791",21317.3
"chr3-151650791-151875938",18446.51
"chr3-151875938-152093135",23546.16
"chr3-152093135-152309779",23066.01
"chr3-152309779-152525622",23118.63
"chr3-152525622-152746458",23201.57
"chr3-152961140-153203294",24962.54
"chr3-153203294-153435745",24630.69
"chr3-153671513-153894350",23824.42
"chr3-153894350-154123859",23994.6
"chr3-154123859-154342948",14809.36
"chr3-154342948-154565145",23923.12
"chr3-154565145-154786085",23748.71
"chr3-154786085-155024211",24936.38
"chr3-155024211-155245786",23498.1
"chr3-155245786-155464413",23263.17
"chr3-155464413-155702640",25488.43
"chr3-155702640-155943962",24346.87
"chr3-155943962-156172804",24192.98
"chr3-156172804-156393452",23816.7
"chr3-156393452-156604424",22980.74
"chr3-156604424-156817851",22790.86
"chr3-156817851-157043306",24065.52
"chr3-157043306-157257932",23062.38
"chr3-157257932-157475415",23606.58
"chr3-157475415-157692625",23289.61
"chr3-157692625-157921333",24343.9
"chr3-157921333-158154693",24539.01
"chr3-158154693-158383090",24456.02
"chr3-158383090-158610239",24453.09
"chr3-158610239-158835466",24002.33
"chr3-158835466-159052633",23245.73
"chr3-159052633-159274444",23871.68
"chr3-159274444-159512958",25674.42
"chr3-159512958-159739069",24510.08
"chr3-159739069-159951436",22896.26
"chr3-159951436-160180027",23987.64
"chr3-160180027-160402875",23669.34
"chr3-160402875-160622332",22860.71
"chr3-160622332-160835812",22860.94
"chr3-161070451-161294345",23824.06
"chr3-161294345-161504635",22687.56
"chr3-161504635-161717217",22918.8
"chr3-161717217-161941612",24286.97
"chr3-161941612-162150157",22850.27
"chr3-162150157-162370689",23512.38
"chr3-162370689-162598109",22920.66
"chr3-162598109-162815555",21010.09
"chr3-163032407-163257040",23514.99
"chr3-163257040-163486329",24611.24
"chr3-163486329-163702763",23926.15
"chr3-163702763-163922107",23589.04
"chr3-163922107-164144531",23687.3
"chr3-164144531-164367099",24210.72
"chr3-164367099-164580929",22990.62
"chr3-164580929-164799012",23902.91
"chr3-164799012-165011394",23321.7
"chr3-165011394-165227910",23827.27
"chr3-165227910-165445039",24037.28
"chr3-165445039-165671198",23969.35
"chr3-165671198-165886743",23635.72
"chr3-165886743-166115553",24649.49
"chr3-166548960-166768523",23880.5
"chr3-166768523-166991670",23812.73
"chr3-166991670-167213240",24257.46
"chr3-167213240-167439548",24224.48
"chr3-167439548-167657861",23556.96
"chr3-167657861-167869356",22647.01
"chr3-167869356-168084312",23171.76
"chr3-168084312-168297580",23021.9
"chr3-168297580-168509566",22953.85
"chr3-168509566-168720583",22765.77
"chr3-168720583-168942663",23726.7
"chr3-168942663-169150241",22543.18
"chr3-169150241-169359271",22375.14
"chr3-169359271-169576253",23191.91
"chr3-169576253-169803698",24020.59
"chr3-169803698-170026709",23323.9
"chr3-170026709-170259258",23952.87
"chr3-170259258-170494008",23702.55
"chr3-170494008-170730944",25928.46
"chr3-170730944-170968718",25202.15
"chr3-170968718-171182938",22876.18
"chr3-171182938-171391796",22323.31
"chr3-171616550-171835350",23675.63
"chr3-171835350-172058794",23425.56
"chr3-172058794-172271197",22599.94
"chr3-172271197-172487279",22937.61
"chr3-172487279-172728431",25195.54
"chr3-172728431-172942722",22719.7
"chr3-172942722-173154731",22502.94
"chr3-173154731-173371776",23712.43
"chr3-173371776-173594493",24266.8
"chr3-173594493-173800589",22868.21
"chr3-173800589-174009130",22737.25
"chr3-174009130-174219084",22808.47
"chr3-174219084-174435172",23168.66
"chr3-174435172-174655963",23669.3
"chr3-174655963-174879721",24260.7
"chr3-174879721-175095123",23868.01
"chr3-175095123-175305389",23366.17
"chr3-175305389-175523842",23608.35
"chr3-175523842-175737589",23276.75
"chr3-175737589-175965818",24784.37
"chr3-175965818-176186411",23775.27
"chr3-176186411-176400944",23077.48
"chr3-176400944-176619571",23517.79
"chr3-176619571-176847483",24694.48
"chr3-177071526-177310819",24573.27
"chr3-177310819-177539529",24265.02
"chr3-177539529-177764558",24095.25
"chr3-177764558-177980836",23236.83
"chr3-177980836-178192782",22737.73
"chr3-178192782-178408369",23220.79
"chr3-178408369-178621719",22707.62
"chr3-178621719-178840197",23419.97
"chr3-178840197-179080818",25361.22
"chr3-179080818-179319475",24784.33
"chr3-179319475-179551645",23700.13
"chr3-179551645-179781929",23967.62
"chr3-179781929-179992088",22320.24
"chr3-179992088-180210445",23361.24
"chr3-180210445-180433869",23829.31
"chr3-180433869-180663300",24254.33
"chr3-180663300-180886317",23650.75
"chr3-180886317-181118329",24229.83
"chr3-181118329-181339856",23677.67
"chr3-181339856-181557449",22889.99
"chr3-181557449-181778250",23341.66
"chr3-181778250-182011305",24030.21
"chr3-182011305-182225783",22743.43
"chr3-182225783-182444333",23629.78
"chr3-182444333-182657049",22696.06
"chr3-182657049-182878304",23246.19
"chr3-182878304-183111674",24431.71
"chr3-183111674-183343599",24003.81
"chr3-183343599-183575258",24406.71
"chr3-183575258-183814997",24673.62
"chr3-183814997-184048556",23857.71
"chr3-184048556-184285312",23722.9
"chr3-184285312-184515257",18546.7
"chr3-184515257-184735504",22012.39
"chr3-184735504-184952192",22913.87
"chr3-184952192-185181269",24022.92
"chr3-185181269-185417235",24625.4
"chr3-185417235-185668348",26408.78
"chr3-185668348-185901311",23875.2
"chr3-185901311-186126489",23523.26
"chr3-186126489-186343755",22706.3
"chr3-186343755-186561590",23539.58
"chr3-186561590-186793596",24430.71
"chr3-186793596-187035271",24534.55
"chr3-187035271-187261774",23963.61
"chr3-187261774-187487801",23788
"chr3-187487801-187702164",22793.83
"chr3-187702164-187923608",23499.77
"chr3-187923608-188135476",22755.31
"chr3-188135476-188348444",22658.19
"chr3-188348444-188566771",23336.12
"chr3-188566771-188780022",23119.55
"chr3-188780022-188997831",23215.15
"chr3-188997831-189221835",24182.22
"chr3-189221835-189437721",22814.4
"chr3-189437721-189650772",22897.44
"chr3-189650772-189861732",22194.67
"chr3-189861732-190074330",22574.23
"chr3-190074330-190300328",23819.33
"chr3-190300328-190510282",23041.31
"chr3-190510282-190718902",22318.09
"chr3-190718902-190935616",22989.48
"chr3-190935616-191158409",23649.1
"chr3-191158409-191375459",23119.27
"chr3-191375459-191590698",23050.56
"chr3-191590698-191815386",23943.68
"chr3-191815386-192036658",24013.93
"chr3-192036658-192254867",23390.95
"chr3-192254867-192462500",22253.64
"chr3-192462500-192674153",22750.13
"chr3-192895763-193131435",24937.1
"chr3-193131435-193350822",22827.5
"chr3-193350822-193565974",22664.84
"chr3-193565974-193783743",23148.75
"chr3-193783743-193998160",23200.29
"chr3-193998160-194213043",22402.33
"chr3-194213043-194428618",22489.4
"chr3-194428618-194661077",23937.56
"chr3-194661077-194877715",22974.62
"chr3-194877715-195100633",23729.88
"chr3-195100633-195322386",23609.78
"chr3-195322386-195575616",28563.03
"chr3-196181960-196432187",25084.2
"chr3-196432187-196679838",24865.82
"chr3-196679838-196929614",25238.95
"chr3-196929614-197151546",23449.6
"chr3-197151546-197367333",22664.13
"chr3-197367333-197605859",16926.99
"chr4-273362-527918",26863.99
"chr4-527918-762916",24683.64
"chr4-762916-987410",23750.37
"chr4-987410-1209107",22726.64
"chr4-1209107-1445777",25383.49
"chr4-1445777-1662367",23729.73
"chr4-1662367-1889799",23922.18
"chr4-1889799-2121039",24050.09
"chr4-2121039-2342567",23228.19
"chr4-2583833-2817993",23809.49
"chr4-2817993-3048783",23889.08
"chr4-3048783-3276059",24195.25
"chr4-3276059-3489627",22849.29
"chr4-4371059-4584875",22995.8
"chr4-4584875-4799880",23482.07
"chr4-4799880-5022882",23661.12
"chr4-5022882-5241552",23283.24
"chr4-5475786-5709869",25223.2
"chr4-5709869-5931715",23933.99
"chr4-5931715-6146557",22987.74
"chr4-6146557-6359573",22782.8
"chr4-6359573-6569000",22928.28
"chr4-6569000-6795887",23899.2
"chr4-6795887-7023538",23815.36
"chr4-7023538-7243381",23177.28
"chr4-7243381-7455763",23072.52
"chr4-7455763-7663008",22640.89
"chr4-7663008-7874239",22893.36
"chr4-7874239-8096211",22994.25
"chr4-8096211-8307149",22823.4
"chr4-8307149-8532082",24556.71
"chr4-8532082-8760953",27165.49
"chr4-9945635-10155941",22763.77
"chr4-10155941-10363134",22849.8
"chr4-10363134-10586308",22960.08
"chr4-10586308-10805641",23551.16
"chr4-10805641-11022463",23210.05
"chr4-11022463-11258878",25119.74
"chr4-11258878-11477895",23726.82
"chr4-11477895-11703564",24204.95
"chr4-11703564-11923438",23555.73
